id,title,course_level,department_name
M&MG203B,Advanced Studies in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG292A,Scientific Communication,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
JAPANSES1BC,Fundamentals of Japanese,Lower Division (1-99),Japanese
KOREAN101A,Fourth-Year Korean,Upper Division (100-199),Korean
LATIN1B,Fundamentals of Latin,Lower Division (1-99),Latin
LINGUIS150,Acquisition of Language II,Upper Division (100-199),Linguistics
LPS106,Topics in Logic,Upper Division (100-199),Logic and Philosophy of Science
LPS115,Topics in History of Analytic Philosophy,Upper Division (100-199),Logic and Philosophy of Science
LPS141B,Geometry and Spacetime,Upper Division (100-199),Logic and Philosophy of Science
LPS145,Topics in Philosophy of Language,Upper Division (100-199),Logic and Philosophy of Science
LPS199,Independent Study,Upper Division (100-199),Logic and Philosophy of Science
LPS205C,Undecidability and Incompleteness,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS242,Topics in Philosophy of Biology,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS245,Topics in Philosophy of Language,Graduate/Professional Only (200+),Logic and Philosophy of Science
LSCI121,Intermediate Syntax,Upper Division (100-199),Language Science
LSCI165L,"Language Change, Acquisition, and Complexity",Upper Division (100-199),Language Science
LSCI201A,Language Science Research,Graduate/Professional Only (200+),Language Science
LSCI239,Special Topics in Morphology,Graduate/Professional Only (200+),Language Science
LSCI253M,Experimental Methods for Language Research,Graduate/Professional Only (200+),Language Science
LSCI51,Acquisition of Language,Lower Division (1-99),Language Science
M&MG210B,Medical Immunology,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
KOREANS1AB,Fundamentals of Korean,Lower Division (1-99),Korean
LITJRN101BW,Literary Journalism Core Writing Workshop,Upper Division (100-199),Literary Journalism
LPS104,Introduction to Logic,Upper Division (100-199),Logic and Philosophy of Science
LPS247,Topics in Philosophy of Mathematics,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPSH81,What is Space?,Lower Division (1-99),Logic and Philosophy of Science
M&MG201C,Research topics in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG216,Pathogenic Microbiology,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
MATH112B,Introduction to Partial Differential Equations and Applications II,Upper Division (100-199),Mathematics
JAPANSE211B,Studies in Traditional Japanese Prose,Graduate/Professional Only (200+),Japanese
JAPANSE202,Readings in Traditional Japanese Poetry or Drama,Graduate/Professional Only (200+),Japanese
LATIN1A,Fundamentals of Latin,Lower Division (1-99),Latin
LPS205A,Set Theory,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS241,Topics in Philosophy of Physics,Graduate/Professional Only (200+),Logic and Philosophy of Science
LSCI124,Current Topics in Syntactic Theory,Upper Division (100-199),Language Science
LSCI195B,Language Science Research II,Upper Division (100-199),Language Science
LSCI265L,"Language Change, Acquisition, and Complexity",Graduate/Professional Only (200+),Language Science
LSCI269,Special Topics in Language Studies,Graduate/Professional Only (200+),Language Science
LSCI289,Special Topics in Applied Language Science,Graduate/Professional Only (200+),Language Science
M&MG227,Immunology Journal Club,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG250,Responsible Conduct of Research,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
MATH105LA,Numerical Analysis Laboratory,Upper Division (100-199),Mathematics
JAPANSE212A,Studies in Traditional Japanese Poetry or Drama,Graduate/Professional Only (200+),Japanese
JAPANSE212B,Studies in Traditional Japanese Poetry or Drama,Graduate/Professional Only (200+),Japanese
JAPANSE213A,Studies in Modern Japanese Literature,Graduate/Professional Only (200+),Japanese
LITJRN198,Special Topics,Upper Division (100-199),Literary Journalism
LITJRN199,Reading and Conference,Upper Division (100-199),Literary Journalism
LSCI106M,Computational Models of Language Learning,Upper Division (100-199),Language Science
LSCI152,Acquisition of Language III,Upper Division (100-199),Language Science
LSCI169,Special Topics in Language Studies,Upper Division (100-199),Language Science
LSCI201C,Language Science Research,Graduate/Professional Only (200+),Language Science
LSCI250B,Bilingualism,Graduate/Professional Only (200+),Language Science
M&MG200C,Research in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG200R,Research in Microbiology and Molecular Genetics for First-Year Students,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG292B,Scientific Communication,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
JAPANSE211A,Studies in Traditional Japanese Prose,Graduate/Professional Only (200+),Japanese
JAPANSE2C,Intermediate Japanese,Lower Division (1-99),Japanese
KOREAN1A,Fundamental Korean,Lower Division (1-99),Korean
KOREAN1KC,Fundamental Korean for Students with a Previous Background in Korean,Lower Division (1-99),Korean
KOREAN2KC,Intermediate Korean for Students with a Previous Background in Korean,Lower Division (1-99),Korean
LPS221,Topics in Epistemology,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPSH91,The Philosophy and Biology of Sex,Lower Division (1-99),Logic and Philosophy of Science
LPSH95,Jurisprudence and Constitutional Law,Lower Division (1-99),Logic and Philosophy of Science
LSCI142,Introduction to Logic,Upper Division (100-199),Language Science
LSCI145C,Undecidability and Incompleteness,Upper Division (100-199),Language Science
LSCI151S,Second Language Acquisition,Upper Division (100-199),Language Science
LSCI155,Psychology of Language,Upper Division (100-199),Language Science
LSCI164A,Topics in Romance Languages,Upper Division (100-199),Language Science
LSCI165B,Structure of Japanese,Upper Division (100-199),Language Science
LSCI202C,Skills for Language Science III,Graduate/Professional Only (200+),Language Science
LSCI99,Special Topics in Language Science,Lower Division (1-99),Language Science
M&MG201B,Research topics in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG222,Molecular Pathogenesis of Microbial Infections,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG280,Tutorial in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
JAPANSES1AB,Fundamentals of Japanese,Lower Division (1-99),Japanese
JAPANSE214,Studies in Japanese Literary and Cultural Theory,Graduate/Professional Only (200+),Japanese
KOREAN199,Independent Study,Upper Division (100-199),Korean
KOREAN1C,Fundamental Korean,Lower Division (1-99),Korean
KOREAN2B,Intermediate Korean,Lower Division (1-99),Korean
KOREAN3A,Advanced Korean,Lower Division (1-99),Korean
LPS120,Topics in Metaphysics,Upper Division (100-199),Logic and Philosophy of Science
LPS399,University Teaching,Graduate/Professional Only (200+),Logic and Philosophy of Science
LPS91,The Philosophy of Sex,Lower Division (1-99),Logic and Philosophy of Science
LSCI139,Special Topics in Morphology,Upper Division (100-199),Language Science
LSCI182V,Language and Literacy,Upper Division (100-199),Language Science
LSCI199,Independent Study,Upper Division (100-199),Language Science
LSCI20,Introduction to Syntax,Lower Division (1-99),Language Science
LSCI202B,Skills for Language Science II,Graduate/Professional Only (200+),Language Science
LSCI202D,Advanced Skills for Language Science,Graduate/Professional Only (200+),Language Science
LSCI281S,Second Language Acquisition and Teaching,Graduate/Professional Only (200+),Language Science
M&MG203A,Advanced Studies in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG203C,Advanced Studies in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG215B,Integrative Immunology II,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
MATH105B,Numerical Analysis II,Upper Division (100-199),Mathematics
MATH107L,Numerical Differential Equations Laboratory,Upper Division (100-199),Mathematics
MATH110B,Optimization II,Upper Division (100-199),Mathematics
MATH113B,Mathematical Modeling in Biology II,Upper Division (100-199),Mathematics
LPS105A,Elementary Set Theory,Upper Division (100-199),Logic and Philosophy of Science
LPS298,Independent Study,Graduate/Professional Only (200+),Logic and Philosophy of Science
LSCI141,Topics in Philosophy of Language,Upper Division (100-199),Language Science
LSCI172,History of English,Upper Division (100-199),Language Science
LSCI175,"Language Origins: Evolution, Genetics, and the Brain",Upper Division (100-199),Language Science
LSCI198,Directed Group Study,Upper Division (100-199),Language Science
LSCI206C,Computational Models of Language Learning,Graduate/Professional Only (200+),Language Science
LSCI219,Special Topics in Phonetics and Phonology,Graduate/Professional Only (200+),Language Science
LSCI229,Special Topics in Syntax,Graduate/Professional Only (200+),Language Science
LSCI250H,Heritage Language Acquistion,Graduate/Professional Only (200+),Language Science
LSCI299,Independent Study,Graduate/Professional Only (200+),Language Science
M&MG200A,Research in Microbiology and Molecular Genetics,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG225,Molecular Mechanisms of Human Disease,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG292C,Scientific Communication,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
M&MG298,Independent Study,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
MATH105A,Numerical Analysis I,Upper Division (100-199),Mathematics
JAPANSE204,Readings in Traditional Japanese Literary and Cultural Theory,Graduate/Professional Only (200+),Japanese
JAPANSE213B,Studies in Modern Japanese Literature,Graduate/Professional Only (200+),Japanese
JAPANSE290,Independent Study,Graduate/Professional Only (200+),Japanese
JAPANSE3C,Advanced Japanese,Lower Division (1-99),Japanese
LITJRN197,Community Reporting,Upper Division (100-199),Literary Journalism
LSCI119,Special Topics in Phonetics/Phonology,Upper Division (100-199),Language Science
LSCI145B,Metalogic,Upper Division (100-199),Language Science
M&MG240,M.D./PH.D. Tutorial,Graduate/Professional Only (200+),Microbiology and Molecular Genetics
MATH120A,Introduction to Abstract Algebra: Groups,Upper Division (100-199),Mathematics
KOREAN1KB,Fundamental Korean for Students with a Previous Background in Korean,Lower Division (1-99),Korean
JAPANSE215,Studies in Japanese Religion,Graduate/Professional Only (200+),Japanese
JAPANSE203,Readings in Modern Japanese Literature,Graduate/Professional Only (200+),Japanese
KOREAN2KA,Intermediate Korean for Students with a Previous Background in Korean,Lower Division (1-99),Korean
LITJRN21,Reporting for Literary Journalism,Lower Division (1-99),Literary Journalism
LPS108,"Topics in Induction, Probability, and Decision Theory",Upper Division (100-199),Logic and Philosophy of Science
LPS143,Topics in Philosophy of Psychology,Upper Division (100-199),Logic and Philosophy of Science
LSCI158,Language and the Brain,Upper Division (100-199),Language Science
LSCI159,Special Topics in Psycholinguistics,Upper Division (100-199),Language Science
